t	in	out	motor
14356.0	69.60	68.71	74.29
14358.0	69.62	68.69	74.62
14360.0	69.64	68.66	74.91
14362.0	69.66	68.64	75.17
14364.0	69.67	68.63	75.40
14366.0	69.69	68.62	75.60
14368.0	69.70	68.61	75.77
14370.0	69.71	68.60	75.92
14372.0	69.72	68.59	76.13
14374.0	69.74	68.59	76.35
14376.0	69.76	68.59	76.56
14378.0	69.78	68.59	76.77
14380.0	69.80	68.59	76.96
14382.0	69.83	68.60	77.13
14384.0	69.85	68.60	77.28
14386.0	69.87	68.61	77.42
14388.0	69.89	68.62	77.54
14390.0	69.92	68.63	77.64
14392.0	69.94	68.64	77.73
14394.0	69.96	68.65	77.82
14396.0	69.98	68.66	77.89
14398.0	70.00	68.67	77.95
14400.0	70.01	68.69	78.01
14402.0	70.02	68.70	77.63
14404.0	70.01	68.72	77.16
14406.0	69.97	68.73	76.66
14408.0	69.93	68.74	76.18
14410.0	69.88	68.75	75.72
14412.0	69.83	68.75	75.30
14414.0	69.78	68.75	74.91
14416.0	69.73	68.75	74.56
14418.0	69.68	68.74	74.25
14420.0	69.64	68.73	73.98
14422.0	69.59	68.72	73.73
14424.0	69.55	68.70	73.52
14426.0	69.51	68.68	73.32
14428.0	69.47	68.66	73.15
14430.0	69.43	68.63	73.00
14432.0	69.42	68.61	73.97
14434.0	69.48	68.58	75.09
14436.0	69.57	68.56	76.29
14438.0	69.68	68.54	77.50
14440.0	69.80	68.53	78.66
14442.0	69.94	68.53	79.74
14444.0	70.07	68.54	80.71
14446.0	70.20	68.56	81.58
14448.0	70.33	68.58	82.34
14450.0	70.44	68.62	83.00
14452.0	70.56	68.67	83.58
14454.0	70.67	68.72	84.09
14456.0	70.77	68.77	84.53
14458.0	70.87	68.84	84.92
14460.0	70.97	68.90	85.26
14462.0	71.06	68.98	85.12
14464.0	71.12	69.05	85.04
14466.0	71.18	69.12	84.99
14468.0	71.24	69.20	84.97
14470.0	71.29	69.27	84.97
14472.0	71.35	69.34	84.98
14474.0	71.41	69.41	85.00
14476.0	71.48	69.49	85.03
14478.0	71.54	69.55	85.07
14480.0	71.61	69.62	85.11
14482.0	71.67	69.69	85.16
14484.0	71.74	69.76	85.21
14486.0	71.80	69.83	85.26
14488.0	71.87	69.89	85.32
14490.0	71.94	69.96	85.37
14492.0	71.99	70.03	84.96
14494.0	72.02	70.09	84.44
14496.0	72.03	70.16	83.90
14498.0	72.03	70.22	83.38
14500.0	72.02	70.28	82.90
14502.0	72.01	70.33	82.48
14504.0	72.01	70.38	82.11
14506.0	72.00	70.42	81.79
14508.0	72.00	70.46	81.52
14510.0	72.00	70.49	81.29
14512.0	72.00	70.53	81.10
14514.0	72.01	70.55	80.94
14516.0	72.02	70.58	80.80
14518.0	72.02	70.60	80.69
14520.0	72.03	70.62	80.60
14522.0	72.04	70.65	80.41
14524.0	72.04	70.66	80.16
14526.0	72.03	70.68	79.90
14528.0	72.02	70.70	79.63
14530.0	72.01	70.71	79.38
14532.0	71.99	70.72	79.16
14534.0	71.97	70.73	78.95
14536.0	71.96	70.74	78.77
14538.0	71.94	70.75	78.61
14540.0	71.93	70.75	78.47
14542.0	71.91	70.75	78.35
14544.0	71.90	70.75	78.24
14546.0	71.89	70.75	78.15
14548.0	71.87	70.75	78.07
14550.0	71.86	70.74	78.00
14552.0	71.85	70.74	77.96
14554.0	71.85	70.73	77.99
14556.0	71.84	70.73	78.07
14558.0	71.85	70.72	78.17
14560.0	71.85	70.72	78.28
14562.0	71.86	70.71	78.38
14564.0	71.87	70.71	78.49
14566.0	71.88	70.70	78.58
14568.0	71.89	70.70	78.67
14570.0	71.90	70.70	78.74
14572.0	71.91	70.70	78.81
14574.0	71.91	70.70	78.87
14576.0	71.92	70.70	78.92
14578.0	71.93	70.70	78.96
14580.0	71.93	70.70	79.00
14582.0	71.93	70.71	78.76
14584.0	71.92	70.71	78.46
14586.0	71.89	70.71	78.13
14588.0	71.85	70.71	77.80
14590.0	71.82	70.71	77.49
14592.0	71.77	70.71	77.20
14594.0	71.73	70.70	76.94
14596.0	71.69	70.69	76.70
14598.0	71.66	70.68	76.49
14600.0	71.62	70.67	76.30
14602.0	71.58	70.65	76.14
14604.0	71.55	70.63	75.99
14606.0	71.52	70.61	75.86
14608.0	71.48	70.59	75.74
14610.0	71.45	70.57	75.64
14612.0	71.42	70.54	75.55
14614.0	71.39	70.52	75.43
14616.0	71.35	70.50	75.28
14618.0	71.32	70.47	75.13
14620.0	71.28	70.44	74.98
14622.0	71.24	70.42	74.83
14624.0	71.19	70.39	74.69
14626.0	71.15	70.36	74.56
14628.0	71.11	70.33	74.43
14630.0	71.07	70.30	74.32
14632.0	71.03	70.26	74.21
14634.0	70.98	70.23	74.11
14636.0	70.94	70.20	74.02
14638.0	70.90	70.16	73.93
14640.0	70.86	70.13	73.85
14642.0	70.83	70.09	73.93
14644.0	70.80	70.06	74.09
14646.0	70.78	70.02	74.31
14648.0	70.78	69.99	74.57
14650.0	70.77	69.95	74.84
14652.0	70.78	69.92	75.10
14654.0	70.78	69.89	75.35
14656.0	70.79	69.87	75.58
14658.0	70.79	69.84	75.79
14660.0	70.80	69.82	75.97
14662.0	70.80	69.80	76.13
14664.0	70.81	69.78	76.27
14666.0	70.81	69.77	76.39
14668.0	70.81	69.76	76.49
14670.0	70.81	69.75	76.57
14672.0	70.82	69.74	76.80
14674.0	70.83	69.73	76.99
14676.0	70.84	69.72	77.15
14678.0	70.85	69.71	77.28
14680.0	70.86	69.71	77.39
14682.0	70.87	69.71	77.48
14684.0	70.88	69.70	77.56
14686.0	70.89	69.70	77.63
14688.0	70.89	69.70	77.68
14690.0	70.90	69.70	77.73
14692.0	70.91	69.71	77.77
14694.0	70.91	69.71	77.80
14696.0	70.92	69.71	77.83
14698.0	70.92	69.71	77.86
14700.0	70.93	69.72	77.88
14702.0	70.92	69.72	77.30
14704.0	70.87	69.72	76.58
14706.0	70.80	69.72	75.83
14708.0	70.72	69.72	75.11
14710.0	70.63	69.71	74.43
14712.0	70.54	69.70	73.81
14714.0	70.44	69.68	73.25
14716.0	70.36	69.66	72.75
14718.0	70.27	69.63	72.32
14720.0	70.19	69.59	71.94
14722.0	70.11	69.55	71.62
14724.0	70.04	69.51	71.34
14726.0	69.97	69.46	71.10
14728.0	69.90	69.41	70.89
14730.0	69.83	69.36	70.71
14732.0	69.76	69.30	70.53
14734.0	69.70	69.25	70.38
14736.0	69.63	69.19	70.24
14738.0	69.56	69.14	70.11
14740.0	69.50	69.08	69.99
14742.0	69.44	69.02	69.88
14744.0	69.37	68.96	69.78
14746.0	69.31	68.90	69.69
14748.0	69.24	68.84	69.60
14750.0	69.18	68.78	69.52
14752.0	69.12	68.72	69.44
14754.0	69.05	68.66	69.36
14756.0	68.99	68.60	69.28
14758.0	68.93	68.54	69.21
14760.0	68.87	68.48	69.14
14762.0	68.81	68.41	69.32
14764.0	68.77	68.35	69.53
14766.0	68.74	68.29	69.79
14768.0	68.72	68.24	70.13
14770.0	68.70	68.18	70.52
14772.0	68.70	68.13	70.95
14774.0	68.70	68.08	71.40
14776.0	68.71	68.03	71.83
14778.0	68.72	67.99	72.24
14780.0	68.74	67.95	72.62
14782.0	68.75	67.92	72.96
14784.0	68.76	67.89	73.27
14786.0	68.78	67.86	73.53
14788.0	68.79	67.84	73.76
14790.0	68.79	67.82	73.96
14792.0	68.83	67.81	74.90
14794.0	68.89	67.79	75.85
14796.0	68.97	67.79	76.76
14798.0	69.07	67.78	77.60
14800.0	69.16	67.79	78.36
14802.0	69.26	67.80	79.04
14804.0	69.36	67.82	79.64
14806.0	69.45	67.84	80.16
14808.0	69.53	67.87	80.62
14810.0	69.62	67.91	81.01
14812.0	69.70	67.95	81.36
14814.0	69.77	68.00	81.66
14816.0	69.85	68.04	81.93
14818.0	69.92	68.10	82.16
14820.0	69.99	68.15	82.37
14822.0	70.06	68.21	82.41
14824.0	70.12	68.26	82.47
14826.0	70.17	68.32	82.53
14828.0	70.23	68.38	82.60
14830.0	70.29	68.44	82.66
14832.0	70.34	68.50	82.73
14834.0	70.40	68.55	82.79
14836.0	70.46	68.61	82.86
14838.0	70.52	68.67	82.92
14840.0	70.58	68.73	82.98
14842.0	70.64	68.79	83.05
14844.0	70.69	68.85	83.11
14846.0	70.75	68.90	83.17
14848.0	70.81	68.96	83.23
14850.0	70.87	69.02	83.29
14852.0	70.90	69.08	82.28
14854.0	70.87	69.13	81.05
14856.0	70.81	69.19	79.80
14858.0	70.72	69.23	78.61
14860.0	70.62	69.27	77.52
14862.0	70.52	69.30	76.53
14864.0	70.41	69.32	75.65
14866.0	70.31	69.33	74.87
14868.0	70.22	69.33	74.18
14870.0	70.14	69.32	73.58
14872.0	70.05	69.30	73.05
14874.0	69.97	69.28	72.59
14876.0	69.90	69.25	72.18
14878.0	69.83	69.21	71.82
14880.0	69.76	69.18	71.50
14882.0	69.69	69.13	71.22
14884.0	69.62	69.09	70.98
14886.0	69.55	69.04	70.77
14888.0	69.49	68.99	70.59
14890.0	69.42	68.94	70.43
14892.0	69.36	68.89	70.29
14894.0	69.30	68.84	70.17
14896.0	69.24	68.78	70.06
14898.0	69.18	68.73	69.96
14900.0	69.12	68.67	69.86
14902.0	69.06	68.61	69.78
14904.0	69.00	68.56	69.70
14906.0	68.94	68.50	69.63
14908.0	68.88	68.44	69.56
14910.0	68.82	68.39	69.49
14912.0	68.77	68.33	69.49
14914.0	68.72	68.27	69.49
14916.0	68.66	68.22	69.48
14918.0	68.61	68.16	69.46
14920.0	68.56	68.10	69.43
14922.0	68.51	68.05	69.40
14924.0	68.46	67.99	69.37
14926.0	68.41	67.94	69.33
14928.0	68.35	67.89	69.29
14930.0	68.30	67.83	69.24
14932.0	68.25	67.78	69.20
14934.0	68.19	67.72	69.15
14936.0	68.14	67.67	69.10
14938.0	68.09	67.62	69.06
14940.0	68.04	67.57	69.01
14942.0	68.00	67.51	69.46
14944.0	67.99	67.46	70.01
14946.0	68.00	67.41	70.66
14948.0	68.03	67.36	71.39
14950.0	68.07	67.32	72.14
14952.0	68.12	67.28	72.88
14954.0	68.18	67.25	73.58
14956.0	68.24	67.23	74.23
14958.0	68.30	67.21	74.81
14960.0	68.35	67.20	75.32
14962.0	68.41	67.20	75.78
14964.0	68.46	67.20	76.17
14966.0	68.51	67.20	76.51
14968.0	68.55	67.21	76.80
14970.0	68.59	67.23	77.05
14972.0	68.66	67.24	78.12
14974.0	68.76	67.26	79.19
14976.0	68.88	67.29	80.18
14978.0	69.02	67.32	81.06
14980.0	69.15	67.36	81.81
14982.0	69.28	67.41	82.46
14984.0	69.40	67.46	83.02
14986.0	69.52	67.52	83.51
14988.0	69.63	67.58	83.93
14990.0	69.74	67.65	84.31
14992.0	69.84	67.72	84.63
14994.0	69.95	67.80	84.92
14996.0	70.05	67.88	85.18
14998.0	70.14	67.96	85.41
15000.0	70.24	68.05	85.62
15002.0	70.33	68.13	85.49
15004.0	70.40	68.22	85.36
15006.0	70.47	68.31	85.24
15008.0	70.53	68.39	85.15
15010.0	70.59	68.48	85.07
15012.0	70.66	68.56	85.02
15014.0	70.72	68.64	84.99
15016.0	70.79	68.72	84.97
15018.0	70.85	68.80	84.96
15020.0	70.92	68.87	84.97
15022.0	70.99	68.95	84.99
15024.0	71.06	69.02	85.01
15026.0	71.13	69.10	85.05
15028.0	71.20	69.17	85.09
15030.0	71.27	69.24	85.13
15032.0	71.30	69.32	83.90
15034.0	71.27	69.39	82.44
15036.0	71.20	69.45	80.97
15038.0	71.09	69.51	79.59
15040.0	70.98	69.56	78.32
15042.0	70.87	69.60	77.19
15044.0	70.75	69.62	76.18
15046.0	70.64	69.63	75.29
15048.0	70.54	69.64	74.52
15050.0	70.44	69.63	73.84
15052.0	70.36	69.61	73.25
15054.0	70.27	69.59	72.74
15056.0	70.19	69.56	72.30
15058.0	70.11	69.52	71.91
15060.0	70.04	69.48	71.58
15062.0	69.97	69.44	71.38
15064.0	69.91	69.39	71.23
15066.0	69.85	69.34	71.12
15068.0	69.79	69.29	71.05
15070.0	69.74	69.24	71.03
15072.0	69.69	69.19	71.03
15074.0	69.65	69.13	71.07
15076.0	69.61	69.08	71.13
15078.0	69.57	69.03	71.19
15080.0	69.53	68.98	71.27
15082.0	69.50	68.93	71.35
15084.0	69.46	68.88	71.42
15086.0	69.43	68.83	71.49
15088.0	69.40	68.79	71.56
15090.0	69.37	68.74	71.61
15092.0	69.35	68.70	72.22
15094.0	69.36	68.65	72.93
15096.0	69.40	68.61	73.69
15098.0	69.45	68.58	74.44
15100.0	69.51	68.55	75.17
15102.0	69.57	68.53	75.84
15104.0	69.63	68.51	76.44
15106.0	69.69	68.50	76.98
15108.0	69.75	68.50	77.45
15110.0	69.81	68.50	77.86
15112.0	69.86	68.50	78.22
15114.0	69.90	68.52	78.52
15116.0	69.95	68.53	78.79
15118.0	69.99	68.55	79.02
15120.0	70.03	68.57	79.22
15122.0	70.06	68.59	78.80
15124.0	70.05	68.62	78.24
15126.0	70.02	68.64	77.64
15128.0	69.98	68.66	77.05
15130.0	69.93	68.68	76.49
15132.0	69.87	68.70	75.99
15134.0	69.82	68.71	75.53
15136.0	69.76	68.71	75.12
15138.0	69.71	68.71	74.76
15140.0	69.67	68.71	74.44
15142.0	69.62	68.70	74.16
15144.0	69.58	68.69	73.92
15146.0	69.54	68.67	73.71
15148.0	69.50	68.65	73.52
15150.0	69.47	68.63	73.36
15152.0	69.42	68.61	73.04
15154.0	69.37	68.58	72.67
15156.0	69.31	68.56	72.29
15158.0	69.25	68.53	71.91
15160.0	69.18	68.50	71.55
15162.0	69.11	68.47	71.21
15164.0	69.04	68.43	70.90
15166.0	68.97	68.39	70.61
15168.0	68.90	68.35	70.35
15170.0	68.83	68.30	70.11
15172.0	68.76	68.26	69.89
15174.0	68.69	68.21	69.69
15176.0	68.63	68.16	69.51
15178.0	68.56	68.11	69.35
15180.0	68.50	68.05	69.19
15182.0	68.46	68.00	69.76
15184.0	68.45	67.95	70.36
15186.0	68.46	67.89	71.04
15188.0	68.49	67.84	71.80
15190.0	68.54	67.80	72.60
15192.0	68.60	67.76	73.40
15194.0	68.66	67.73	74.17
15196.0	68.73	67.70	74.90
15198.0	68.80	67.68	75.55
15200.0	68.86	67.67	76.14
15202.0	68.92	67.67	76.66
15204.0	68.98	67.67	77.12
15206.0	69.04	67.68	77.51
15208.0	69.09	67.69	77.86
15210.0	69.14	67.71	78.15
15212.0	69.19	67.73	78.48
15214.0	69.24	67.75	78.80
15216.0	69.30	67.78	79.10
15218.0	69.35	67.81	79.37
15220.0	69.41	67.84	79.61
15222.0	69.47	67.88	79.83
15224.0	69.52	67.91	80.02
15226.0	69.57	67.95	80.20
15228.0	69.63	67.99	80.35
15230.0	69.68	68.03	80.49
15232.0	69.73	68.07	80.61
15234.0	69.78	68.11	80.72
15236.0	69.83	68.16	80.83
15238.0	69.88	68.20	80.92
15240.0	69.93	68.24	81.01
15242.0	69.97	68.29	80.85
15244.0	70.01	68.33	80.69
15246.0	70.03	68.38	80.55
15248.0	70.05	68.42	80.43
15250.0	70.08	68.46	80.32
15252.0	70.10	68.51	80.23
15254.0	70.12	68.55	80.16
15256.0	70.15	68.58	80.10
15258.0	70.18	68.62	80.06
15260.0	70.20	68.66	80.03
15262.0	70.23	68.69	80.01
15264.0	70.26	68.73	79.99
15266.0	70.29	68.76	79.99
15268.0	70.32	68.79	79.99
15270.0	70.35	68.82	79.99
15272.0	70.37	68.85	79.77
15274.0	70.38	68.89	79.45
15276.0	70.38	68.92	79.10
15278.0	70.37	68.94	78.75
15280.0	70.35	68.97	78.42
15282.0	70.34	68.99	78.12
15284.0	70.32	69.01	77.85
15286.0	70.30	69.03	77.61
15288.0	70.29	69.04	77.40
15290.0	70.28	69.06	77.22
15292.0	70.26	69.07	77.06
15294.0	70.25	69.07	76.93
15296.0	70.24	69.08	76.81
15298.0	70.23	69.08	76.72
15300.0	70.23	69.08	76.63
15302.0	70.24	69.08	77.18
15304.0	70.28	69.09	77.83
15306.0	70.34	69.09	78.50
15308.0	70.42	69.09	79.17
15310.0	70.50	69.10	79.79
15312.0	70.59	69.11	80.37
15314.0	70.67	69.13	80.88
15316.0	70.75	69.16	81.34
15318.0	70.83	69.19	81.74
15320.0	70.91	69.22	82.09
15322.0	70.98	69.26	82.40
15324.0	71.05	69.30	82.67
15326.0	71.12	69.34	82.91
15328.0	71.19	69.39	83.12
15330.0	71.25	69.44	83.30
15332.0	71.29	69.49	82.56
15334.0	71.28	69.54	81.72
15336.0	71.25	69.59	80.90
15338.0	71.20	69.64	80.13
15340.0	71.15	69.68	79.44
15342.0	71.09	69.71	78.81
15344.0	71.04	69.74	78.26
15346.0	71.00	69.76	77.78
15348.0	70.95	69.78	77.37
15350.0	70.91	69.78	77.01
15352.0	70.88	69.79	76.69
15354.0	70.84	69.79	76.43
15356.0	70.81	69.78	76.20
15358.0	70.78	69.78	76.00
15360.0	70.75	69.77	75.83
15362.0	70.72	69.76	75.50
15364.0	70.68	69.74	75.11
15366.0	70.62	69.73	74.70
15368.0	70.57	69.71	74.29
15370.0	70.50	69.69	73.91
15372.0	70.44	69.66	73.55
15374.0	70.37	69.63	73.22
15376.0	70.31	69.60	72.92
15378.0	70.24	69.57	72.65
15380.0	70.18	69.53	72.39
15382.0	70.12	69.50	72.17
15384.0	70.06	69.45	71.96
15386.0	70.00	69.41	71.77
15388.0	69.94	69.37	71.60
15390.0	69.88	69.32	71.45
15392.0	69.83	69.27	71.70
15394.0	69.81	69.23	72.00
15396.0	69.79	69.18	72.35
15398.0	69.79	69.13	72.72
15400.0	69.80	69.09	73.09
15402.0	69.80	69.05	73.45
15404.0	69.81	69.01	73.79
15406.0	69.83	68.98	74.11
15408.0	69.84	68.95	74.40
15410.0	69.85	68.92	74.65
15412.0	69.85	68.90	74.87
15414.0	69.86	68.88	75.07
15416.0	69.87	68.86	75.23
15418.0	69.87	68.85	75.38
15420.0	69.88	68.83	75.50
15422.0	69.87	68.82	75.16
15424.0	69.83	68.81	74.69
15426.0	69.77	68.80	74.17
15428.0	69.71	68.79	73.64
15430.0	69.63	68.78	73.14
15432.0	69.55	68.76	72.67
15434.0	69.48	68.74	72.23
15436.0	69.40	68.71	71.84
15438.0	69.33	68.68	71.48
15440.0	69.25	68.64	71.17
15442.0	69.18	68.60	70.88
15444.0	69.11	68.56	70.63
15446.0	69.05	68.52	70.41
15448.0	68.98	68.47	70.21
15450.0	68.92	68.42	70.03
15452.0	68.85	68.37	69.84
15454.0	68.79	68.32	69.67
15456.0	68.73	68.27	69.51
15458.0	68.66	68.22	69.38
15460.0	68.60	68.16	69.25
15462.0	68.54	68.11	69.14
15464.0	68.47	68.05	69.03
15466.0	68.41	67.99	68.93
15468.0	68.35	67.94	68.84
15470.0	68.29	67.88	68.75
15472.0	68.23	67.82	68.67
15474.0	68.17	67.76	68.59
15476.0	68.11	67.70	68.52
15478.0	68.05	67.65	68.45
15480.0	67.99	67.59	68.38
15482.0	67.94	67.53	68.59
15484.0	67.90	67.47	68.79
15486.0	67.87	67.41	69.01
15488.0	67.84	67.36	69.24
15490.0	67.82	67.31	69.50
15492.0	67.81	67.25	69.77
15494.0	67.79	67.21	70.05
15496.0	67.78	67.16	70.34
15498.0	67.78	67.12	70.61
15500.0	67.77	67.08	70.87
15502.0	67.77	67.04	71.11
15504.0	67.77	67.00	71.33
15506.0	67.76	66.97	71.52
15508.0	67.76	66.94	71.69
15510.0	67.75	66.92	71.84
15512.0	67.74	66.89	71.61
15514.0	67.70	66.87	71.28
15516.0	67.65	66.85	70.91
15518.0	67.59	66.82	70.53
15520.0	67.52	66.80	70.16
15522.0	67.45	66.77	69.81
15524.0	67.38	66.74	69.48
15526.0	67.31	66.71	69.17
15528.0	67.24	66.67	68.90
15530.0	67.17	66.63	68.64
15532.0	67.11	66.59	68.42
15534.0	67.04	66.55	68.21
15536.0	66.98	66.50	68.02
15538.0	66.92	66.46	67.86
15540.0	66.86	66.41	67.71
15542.0	66.82	66.36	68.17
15544.0	66.80	66.31	68.68
15546.0	66.81	66.26	69.26
15548.0	66.83	66.21	69.93
15550.0	66.87	66.17	70.66
15552.0	66.92	66.13	71.41
15554.0	66.98	66.10	72.15
15556.0	67.04	66.07	72.84
15558.0	67.11	66.06	73.47
15560.0	67.17	66.04	74.04
15562.0	67.23	66.04	74.55
15564.0	67.29	66.04	74.99
15566.0	67.34	66.05	75.38
15568.0	67.39	66.06	75.71
15570.0	67.44	66.07	76.01
15572.0	67.46	66.09	75.47
15574.0	67.45	66.11	74.73
15576.0	67.40	66.13	73.92
15578.0	67.33	66.15	73.12
15580.0	67.24	66.16	72.37
15582.0	67.16	66.17	71.67
15584.0	67.07	66.17	71.04
15586.0	66.99	66.17	70.48
15588.0	66.91	66.16	69.98
15590.0	66.84	66.14	69.53
15592.0	66.77	66.12	69.13
15594.0	66.70	66.09	68.79
15596.0	66.63	66.06	68.48
15598.0	66.57	66.02	68.21
15600.0	66.50	65.98	67.97
15602.0	66.46	65.94	68.22
15604.0	66.43	65.90	68.54
15606.0	66.43	65.85	68.93
15608.0	66.44	65.81	69.41
15610.0	66.46	65.77	69.94
15612.0	66.49	65.74	70.50
15614.0	66.52	65.70	71.06
15616.0	66.57	65.68	71.59
15618.0	66.61	65.66	72.09
15620.0	66.65	65.64	72.54
15622.0	66.69	65.63	72.95
15624.0	66.73	65.62	73.30
15626.0	66.77	65.62	73.62
15628.0	66.80	65.62	73.89
15630.0	66.84	65.62	74.12
15632.0	66.88	65.63	74.67
15634.0	66.94	65.64	75.31
15636.0	67.01	65.66	75.96
15638.0	67.09	65.68	76.59
15640.0	67.18	65.70	77.17
15642.0	67.27	65.72	77.70
15644.0	67.36	65.76	78.17
15646.0	67.44	65.79	78.58
15648.0	67.53	65.83	78.95
15650.0	67.61	65.88	79.27
15652.0	67.68	65.93	79.55
15654.0	67.76	65.98	79.80
15656.0	67.83	66.03	80.02
15658.0	67.91	66.09	80.22
15660.0	67.98	66.15	80.39
15662.0	68.04	66.21	80.10
15664.0	68.07	66.27	79.65
15666.0	68.08	66.33	79.14
15668.0	68.08	66.39	78.64
15670.0	68.07	66.44	78.16
15672.0	68.06	66.49	77.73
15674.0	68.05	66.54	77.34
15676.0	68.04	66.58	77.01
15678.0	68.03	66.61	76.72
15680.0	68.03	66.65	76.47
15682.0	68.03	66.68	76.26
15684.0	68.03	66.70	76.08
15686.0	68.03	66.73	75.93
15688.0	68.04	66.75	75.80
15690.0	68.04	66.77	75.70
15692.0	68.03	66.78	75.00
15694.0	67.99	66.80	74.23
15696.0	67.93	66.81	73.46
15698.0	67.85	66.82	72.73
15700.0	67.77	66.82	72.05
15702.0	67.68	66.82	71.43
15704.0	67.60	66.81	70.87
15706.0	67.52	66.79	70.37
15708.0	67.45	66.77	69.93
15710.0	67.37	66.74	69.53
15712.0	67.30	66.71	69.18
15714.0	67.23	66.68	68.87
15716.0	67.16	66.64	68.59
15718.0	67.10	66.60	68.34
15720.0	67.03	66.55	68.12
15722.0	66.98	66.50	68.39
15724.0	66.96	66.46	68.75
15726.0	66.95	66.41	69.23
15728.0	66.96	66.36	69.80
15730.0	66.99	66.32	70.43
15732.0	67.03	66.28	71.09
15734.0	67.07	66.25	71.73
15736.0	67.12	66.22	72.33
15738.0	67.17	66.20	72.88
15740.0	67.22	66.18	73.38
15742.0	67.27	66.17	73.81
15744.0	67.31	66.16	74.20
15746.0	67.36	66.16	74.53
15748.0	67.39	66.16	74.82
15750.0	67.43	66.17	75.07
15752.0	67.45	66.18	74.70
15754.0	67.43	66.19	74.11
15756.0	67.39	66.21	73.46
15758.0	67.33	66.22	72.80
15760.0	67.26	66.22	72.17
15762.0	67.19	66.23	71.58
15764.0	67.11	66.23	71.05
15766.0	67.04	66.22	70.56
15768.0	66.97	66.20	70.12
15770.0	66.90	66.19	69.73
15772.0	66.83	66.16	69.38
15774.0	66.77	66.13	69.06
15776.0	66.71	66.10	68.78
15778.0	66.65	66.07	68.53
15780.0	66.59	66.03	68.31
15782.0	66.53	65.99	68.23
15784.0	66.49	65.95	68.19
15786.0	66.44	65.91	68.17
15788.0	66.41	65.87	68.18
15790.0	66.37	65.82	68.20
15792.0	66.34	65.78	68.24
15794.0	66.30	65.74	68.29
15796.0	66.27	65.70	68.33
15798.0	66.24	65.66	68.38
15800.0	66.21	65.62	68.42
15802.0	66.18	65.58	68.46
15804.0	66.15	65.54	68.50
15806.0	66.13	65.50	68.53
15808.0	66.10	65.46	68.56
15810.0	66.07	65.43	68.58
15812.0	66.04	65.39	68.69
15814.0	66.02	65.36	68.79
15816.0	66.00	65.32	68.86
15818.0	65.98	65.29	68.93
15820.0	65.96	65.26	68.97
15822.0	65.93	65.23	69.01
15824.0	65.91	65.20	69.03
15826.0	65.89	65.17	69.05
15828.0	65.86	65.14	69.06
15830.0	65.84	65.11	69.07
15832.0	65.82	65.09	69.06
15834.0	65.79	65.06	69.06
15836.0	65.77	65.03	69.05
15838.0	65.74	65.01	69.04
15840.0	65.72	64.98	69.03
15842.0	65.69	64.95	68.85
15844.0	65.65	64.93	68.68
15846.0	65.61	64.90	68.52
15848.0	65.57	64.88	68.36
15850.0	65.52	64.85	68.21
15852.0	65.48	64.82	68.07
15854.0	65.44	64.79	67.95
15856.0	65.40	64.76	67.83
15858.0	65.35	64.73	67.72
15860.0	65.31	64.69	67.62
15862.0	65.27	64.66	67.53
15864.0	65.23	64.63	67.45
15866.0	65.19	64.59	67.37
15868.0	65.15	64.56	67.29
15870.0	65.11	64.52	67.22
15872.0	65.08	64.49	67.46
15874.0	65.07	64.45	67.77
15876.0	65.06	64.41	68.14
15878.0	65.07	64.38	68.53
15880.0	65.09	64.35	68.94
15882.0	65.11	64.32	69.33
15884.0	65.14	64.30	69.69
15886.0	65.16	64.28	70.03
15888.0	65.19	64.26	70.33
15890.0	65.21	64.25	70.59
15892.0	65.23	64.23	70.83
15894.0	65.25	64.23	71.03
15896.0	65.27	64.22	71.21
15898.0	65.28	64.22	71.36
15900.0	65.30	64.22	71.49
15902.0	65.30	64.22	71.09
15904.0	65.27	64.22	70.52
15906.0	65.22	64.23	69.89
15908.0	65.15	64.23	69.26
15910.0	65.07	64.22	68.66
15912.0	64.99	64.21	68.11
15914.0	64.91	64.20	67.60
15916.0	64.83	64.18	67.15
15918.0	64.76	64.16	66.75
15920.0	64.69	64.13	66.39
15922.0	64.62	64.10	66.08
15924.0	64.55	64.06	65.81
15926.0	64.49	64.02	65.58
15928.0	64.42	63.98	65.38
15930.0	64.36	63.94	65.20
15932.0	64.32	63.89	65.52
15934.0	64.30	63.84	65.87
15936.0	64.29	63.80	66.27
15938.0	64.30	63.75	66.74
15940.0	64.32	63.71	67.27
15942.0	64.35	63.67	67.83
15944.0	64.38	63.64	68.40
15946.0	64.42	63.61	68.95
15948.0	64.46	63.58	69.46
15950.0	64.51	63.57	69.92
15952.0	64.55	63.55	70.34
15954.0	64.59	63.54	70.72
15956.0	64.62	63.54	71.04
15958.0	64.66	63.54	71.33
15960.0	64.69	63.54	71.58
15962.0	64.73	63.55	72.02
15964.0	64.78	63.56	72.45
15966.0	64.83	63.57	72.86
15968.0	64.89	63.59	73.23
15970.0	64.94	63.61	73.55
15972.0	65.00	63.63	73.85
15974.0	65.05	63.65	74.11
15976.0	65.11	63.68	74.34
15978.0	65.16	63.71	74.54
15980.0	65.21	63.74	74.71
15982.0	65.26	63.78	74.87
15984.0	65.30	63.81	75.01
15986.0	65.35	63.85	75.13
15988.0	65.40	63.89	75.24
15990.0	65.44	63.92	75.34
15992.0	65.48	63.96	75.00
15994.0	65.49	64.00	74.62
15996.0	65.49	64.04	74.24
15998.0	65.48	64.08	73.89
16000.0	65.47	64.11	73.57
